"nama","gender","usia","area","ses","user_ts","user_ns","tom","unaided_1","unaided_2","unaided_3"
"Begay, Kaitlyn","M","> 30 th","Jabodetabek","Super","ya","ya","inews","net","rcti","trans tv"
"el-Salah, Kaamil","M","21 - 25 th","Jabar","Mid","ya","ya","net","sctv","trans7","rcti"
"Nunez, Darilin","M","11 - 15 th","PUMA","Up1","ya","ya","trans7","trans tv","tv one","inews"
"Mejia, Isaura","M","21 - 25 th","SUM 2","Mid","ya","ya","tv one","net","sctv","inews"
"Munson, Simcha","F","21 - 25 th","Jabodetabek","Up1","tidak","ya","trans tv","trans7","net","sctv"
"Holeso, Abbie","F","11 - 15 th","Sulawesi","Mid","ya","ya","sctv","trans tv","net","mnc tv"
"Ricks, Deandre","F","26 - 30 th","Jabodetabek","Mid","tidak","ya","rcti","trans7","indosiar","net"
"Le, Sam","M","11 - 15 th","Jabodetabek","Super","ya","tidak","mnc tv","sctv","net","indosiar"
"Martinez, Erika","F","> 30 th","PUMA","Mid","ya","ya","inews","trans7","trans tv","tv one"
"al-Idris, Sultana","M","16 - 20 th","SUM 2","Up1","ya","ya","net","rcti","inews","mnc tv"
"Rentschler, Kasey","F","16 - 20 th","SUM 2","Up2","tidak","tidak","sctv","net","inews","trans tv"
"Dejoie, Ethan","F","> 30 th","SUM 2","Up2","ya","ya","mnc tv","trans7","trans tv","indosiar"
"Vang, Pornchai","M","11 - 15 th","Sulawesi","Up1","tidak","ya","rcti","trans7","indosiar","sctv"
"Ortiz, Isaiah","F","26 - 30 th","Jabodetabek","Mid","tidak","ya","mnc tv","net","trans7","inews"
"Alonso, Destiny","F","21 - 25 th","Jabar","Mid","tidak","ya","net","mnc tv","inews","trans tv"
"Solomon, Josiah","F","26 - 30 th","Kalimantan","Mid","tidak","ya","net","tv one","inews","indosiar"
"Young, Remle","F","16 - 20 th","Jatim","Up2","tidak","ya","mnc tv","sctv","inews","trans7"
"Hall, William","M","26 - 30 th","BARA","Mid","tidak","ya","sctv","net","tv one","trans7"
"Nichols, Reginald","F","11 - 15 th","PUMA","Mid","tidak","ya","trans7","inews","sctv","rcti"
"Jelle, Thomas","M","16 - 20 th","Jabodetabek","Mid","ya","ya","trans7","mnc tv","inews","sctv"
"Vannice, Cicely","M","26 - 30 th","SUM 1","Mid","ya","tidak","indosiar","sctv","inews","trans7"
"Sago, Kashaun","F","26 - 30 th","Jateng","Up1","ya","ya","net","trans7","trans tv","inews"
"Lovato, Kelcy","F","21 - 25 th","Jabar","Super","tidak","ya","net","trans7","sctv","trans tv"
"Gabriana, Young Joo","M","26 - 30 th","Jabar","Up2","ya","ya","mnc tv","inews","trans tv","indosiar"
"Hayward, Teesa","F","> 30 th","Jateng","Mid","ya","tidak","trans7","sctv","net","indosiar"
"Parker, Aciano","F","21 - 25 th","Jateng","Mid","ya","ya","trans tv","net","sctv","inews"
"Turner, Donovan","F","16 - 20 th","Jabar","Super","tidak","tidak","net","trans7","mnc tv","trans tv"
"Garcia-Martinez, Yazmin","F","16 - 20 th","Jabodetabek","Super","tidak","ya","sctv","trans7","net","trans tv"
"al-Dar, Lubaaba","F","21 - 25 th","Jateng","Super","tidak","tidak","trans7","inews","net","tv one"
"al-Halim, Isaam","M","11 - 15 th","Jabodetabek","Up1","tidak","tidak","trans7","sctv","trans tv","net"
"Dominguez, Danielle","M","21 - 25 th","Jabodetabek","Up2","tidak","tidak","trans tv","inews","sctv","net"
"Pourier, Demetrius","F","16 - 20 th","Jatim","Up1","tidak","ya","mnc tv","net","tv one","trans7"
"Easterling, Anyce","M","21 - 25 th","SUM 2","Up1","ya","ya","mnc tv","net","trans tv","indosiar"
"Butler, Christina","M","21 - 25 th","Jateng","Up2","ya","ya","rcti","sctv","trans tv","trans7"
"Cordero-Campbell, Curtis","F","> 30 th","PUMA","Mid","ya","ya","mnc tv","rcti","net","sctv"
"Bluejacket, Kevin","F","> 30 th","PUMA","Up1","tidak","ya","sctv","rcti","mnc tv","net"
"al-Kaleel, Ghuzaila","F","16 - 20 th","Kalimantan","Mid","ya","tidak","net","trans7","trans tv","indosiar"
"el-Yassin, Saahira","M","26 - 30 th","PUMA","Mid","tidak","ya","net","rcti","trans tv","inews"
"Kornblatt, Cody","M","21 - 25 th","SUM 2","Mid","ya","tidak","net","trans tv","sctv","trans7"
"Curlin, Christopher","F","16 - 20 th","Jabodetabek","Super","ya","ya","rcti","tv one","trans7","sctv"
"Feather, Conni","M","26 - 30 th","Jatim","Mid","tidak","ya","trans7","net","mnc tv","indosiar"
"el-Zaki, Juwairiya","M","26 - 30 th","PUMA","Up1","tidak","ya","trans7","sctv","inews","trans tv"
"Reyes-Perez, Sabino","F","11 - 15 th","Jatim","Up1","ya","ya","trans7","net","trans tv","rcti"
"Ordaz, Waylene","F","16 - 20 th","Jabodetabek","Up1","ya","ya","trans7","indosiar","inews","net"
"Castro, Benny","F","16 - 20 th","SUM 2","Up1","tidak","ya","trans7","sctv","indosiar","trans tv"
"Rouze, Amber","F","26 - 30 th","Jabar","Up1","ya","ya","indosiar","trans tv","trans7","rcti"
"el-Guler, Mushtaaq","M","21 - 25 th","PUMA","Up1","tidak","ya","net","trans7","inews","trans tv"
"Collins, Demetri","F","26 - 30 th","BARA","Mid","ya","ya","trans tv","sctv","inews","net"
"Lytle, Colton","M","26 - 30 th","Jatim","Up2","tidak","ya","trans tv","net","sctv","trans7"
"al-Bacho, Naseem","F","21 - 25 th","PUMA","Up2","tidak","ya","net","rcti","tv one","trans7"
"White Bear, Isaac","F","21 - 25 th","Jatim","Mid","ya","ya","trans7","trans tv","sctv","net"
"Fenter, Aden","M","21 - 25 th","BARA","Mid","tidak","tidak","sctv","net","trans7","trans tv"
"Arellano, Kirche","M","21 - 25 th","Jatim","Mid","tidak","ya","trans7","mnc tv","trans tv","sctv"
"Acevedo-Rojas, Tomas","M","21 - 25 th","Kalimantan","Mid","tidak","ya","rcti","trans7","inews","trans tv"
"Portillo, Isaiah","M","21 - 25 th","SUM 2","Mid","tidak","ya","sctv","indosiar","mnc tv","tv one"
"Latham, Valentina","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","inews","net","rcti","sctv"
"Martinez, Dominique","M","26 - 30 th","BARA","Mid","ya","ya","inews","mnc tv","trans7","indosiar"
"Weirich, Sara","F","16 - 20 th","PUMA","Up1","ya","tidak","net","inews","tv one","trans7"
"Filben, Austin","F","16 - 20 th","SUM 1","Up1","ya","ya","inews","tv one","net","trans7"
"Kenyon, Olivia","F","16 - 20 th","Jabodetabek","Mid","ya","ya","trans7","rcti","mnc tv","trans tv"
"Chambers, Dana","M","21 - 25 th","Jatim","Up1","ya","ya","net","inews","trans7","trans tv"
"Huerta Delgado, Viridiana","F","21 - 25 th","Jabodetabek","Super","ya","tidak","net","inews","tv one","trans tv"
"Torrez, Maria","F","21 - 25 th","SUM 2","Up1","ya","ya","inews","sctv","indosiar","trans7"
"Njenga, Elijah","F","21 - 25 th","Jateng","Mid","tidak","ya","rcti","net","trans7","sctv"
"Mckenzie, Nicole","F","16 - 20 th","Kalimantan","Up2","tidak","ya","trans tv","mnc tv","rcti","sctv"
"Alarid, Charlayna","M","21 - 25 th","Sulawesi","Mid","ya","ya","trans tv","inews","indosiar","net"
"al-Salahuddin, Maahir","M","21 - 25 th","SUM 1","Mid","tidak","ya","net","trans7","inews","indosiar"
"el-Obeid, Saif","M","16 - 20 th","PUMA","Super","tidak","ya","trans7","trans tv","rcti","net"
"Ament, Don","F","26 - 30 th","Jatim","Up2","ya","tidak","trans tv","inews","trans7","rcti"
"Cordova, Emilio","M","21 - 25 th","Jateng","Up1","ya","ya","net","trans tv","indosiar","trans7"
"Harper, Briana","M","26 - 30 th","Jateng","Super","tidak","ya","trans7","trans tv","indosiar","mnc tv"
"Sewell, Samantha","F","11 - 15 th","PUMA","Super","tidak","ya","net","trans7","indosiar","mnc tv"
"Welch, Malik","M","21 - 25 th","BARA","Mid","ya","ya","trans7","sctv","trans tv","indosiar"
"al-Mian, Aarif","M","26 - 30 th","Jabodetabek","Up2","ya","ya","inews","tv one","mnc tv","net"
"el-Tabatabai, Naazim","F","26 - 30 th","Jatim","Super","ya","ya","trans tv","net","trans7","indosiar"
"Mattamana, Valerie","M","21 - 25 th","Jabodetabek","Up2","tidak","ya","mnc tv","trans tv","trans7","sctv"
"Haywood, Ashlee","F","21 - 25 th","Jabar","Mid","tidak","tidak","inews","net","mnc tv","sctv"
"Padilla, Kyle","M","11 - 15 th","BARA","Mid","tidak","ya","inews","trans tv","rcti","mnc tv"
"el-Farah, Taajuddeen","M","21 - 25 th","Jabar","Up1","ya","ya","trans7","net","rcti","sctv"
"Weingardt, Zachary","F","11 - 15 th","Kalimantan","Mid","ya","ya","sctv","net","trans7","indosiar"
"al-Bashara, Huraira","F","21 - 25 th","Jateng","Mid","ya","tidak","indosiar","net","trans tv","sctv"
"Thomas, Christopher","F","11 - 15 th","Jabodetabek","Mid","tidak","ya","net","sctv","trans tv","trans7"
"al-Rehmann, Tahleela","M","21 - 25 th","SUM 2","Mid","tidak","ya","net","indosiar","trans7","sctv"
"Johnson, Xavier","F","21 - 25 th","Jatim","Up2","tidak","ya","rcti","net","tv one","trans7"
"Maldonado, Austin","M","16 - 20 th","PUMA","Mid","ya","ya","net","sctv","mnc tv","trans tv"
"Klepinger, Kayla","F","11 - 15 th","SUM 2","Up1","ya","tidak","sctv","trans tv","rcti","trans7"
"Mcknight, Jessica","M","21 - 25 th","Jateng","Mid","ya","ya","net","trans7","mnc tv","rcti"
"Shea, Sabrina","F","16 - 20 th","SUM 1","Super","tidak","ya","mnc tv","net","trans tv","sctv"
"el-Rauf, Abdul Baari","F","21 - 25 th","Jabodetabek","Mid","ya","ya","sctv","net","rcti","tv one"
"Trahyn, Amairany","M","11 - 15 th","Jateng","Mid","ya","ya","sctv","net","mnc tv","trans tv"
"Ragona, Monique","F","21 - 25 th","Jateng","Mid","ya","ya","trans tv","trans7","inews","mnc tv"
"Manzanares, Justin","M","26 - 30 th","Sulawesi","Up1","ya","ya","net","inews","indosiar","rcti"
"Roffis, Alysa","F","21 - 25 th","Jatim","Up2","ya","tidak","trans7","net","sctv","trans tv"
"Sandoval, Alexis","F","21 - 25 th","Jabar","Mid","tidak","ya","net","sctv","trans7","mnc tv"
"Perez, Jacquelin","M","26 - 30 th","SUM 2","Mid","ya","ya","trans7","sctv","trans tv","mnc tv"
"al-Dar, Amniyya","M","16 - 20 th","PUMA","Up1","tidak","ya","sctv","net","rcti","trans tv"
"al-Massoud, Khaleela","M","21 - 25 th","Jabodetabek","Mid","ya","ya","tv one","inews","rcti","sctv"
"Perry, Amanda","M","26 - 30 th","Jabodetabek","Mid","ya","ya","net","trans tv","sctv","mnc tv"
"Kretsch, Taylor","F","16 - 20 th","Jabodetabek","Super","ya","ya","net","mnc tv","inews","sctv"
"Gabel, Ty","F","16 - 20 th","Jatim","Up1","ya","ya","indosiar","sctv","trans7","inews"
"Perez Torres, Fatima","M","16 - 20 th","Jabar","Super","ya","ya","inews","rcti","trans7","sctv"
"Tran, Aaron","M","26 - 30 th","Jatim","Up1","ya","ya","sctv","trans tv","inews","rcti"
"Resendiz, Arthur","M","11 - 15 th","Jabodetabek","Mid","tidak","ya","trans tv","sctv","trans7","indosiar"
"el-Mady, Rasheeq","M","16 - 20 th","Jatim","Up1","ya","ya","trans7","sctv","net","indosiar"
"Vong, Ashley","M","> 30 th","Jabodetabek","Super","ya","ya","trans tv","net","tv one","rcti"
"el-Asmar, Haafiza","M","21 - 25 th","Jabodetabek","Super","ya","tidak","inews","net","trans7","mnc tv"
"Gonzales, Derek","M","16 - 20 th","Jabar","Super","ya","ya","trans7","trans tv","indosiar","inews"
"Fischer, Jonathan","F","> 30 th","Jabar","Super","tidak","ya","sctv","indosiar","trans tv","inews"
"Day, Chance","M","26 - 30 th","BARA","Super","ya","ya","sctv","trans7","net","mnc tv"
"Lawson, Nicholas","F","21 - 25 th","PUMA","Up2","ya","ya","sctv","rcti","mnc tv","indosiar"
"Tovar, Marcella","F","26 - 30 th","Jateng","Mid","ya","ya","inews","trans7","rcti","mnc tv"
"Martinez, Tamara","F","26 - 30 th","Sulawesi","Up1","ya","ya","net","sctv","rcti","trans tv"
"Kilthau, Katherine","M","16 - 20 th","SUM 2","Up1","ya","ya","trans7","trans tv","mnc tv","indosiar"
"Clark, Al Lyn","F","21 - 25 th","Jabodetabek","Mid","ya","ya","trans tv","net","sctv","trans7"
"Reyes, Paola","M","26 - 30 th","SUM 1","Super","ya","ya","sctv","net","tv one","trans tv"
"el-Hasan, Abdul Majeed","M","11 - 15 th","PUMA","Up1","ya","ya","indosiar","mnc tv","net","trans tv"
"Dreiling, Christian","M","> 30 th","Jabar","Mid","ya","ya","trans tv","net","indosiar","trans7"
"Sanchez, Drake","M","11 - 15 th","Jabar","Up1","ya","ya","trans7","rcti","sctv","net"
"Manley, Benjamin","M","26 - 30 th","Sulawesi","Mid","ya","ya","tv one","sctv","trans7","trans tv"
"Bravo, Christopher","F","> 30 th","SUM 2","Mid","ya","ya","net","trans tv","trans7","inews"
"Siers, Lucia","F","16 - 20 th","Jateng","Mid","tidak","ya","trans7","indosiar","inews","mnc tv"
"Sitinjak, Logan","F","16 - 20 th","BARA","Mid","tidak","ya","net","trans7","sctv","rcti"
"Billie, William","M","21 - 25 th","Jateng","Mid","tidak","ya","mnc tv","net","tv one","trans7"
"Jacket, Andrea","F","21 - 25 th","BARA","Super","tidak","ya","sctv","net","trans7","rcti"
"Denman, Jonathan","F","26 - 30 th","SUM 2","Mid","tidak","ya","net","trans7","rcti","indosiar"
"el-Shehadeh, Muneeb","M","26 - 30 th","Sulawesi","Super","ya","ya","trans7","net","trans tv","sctv"
"Lopez, Rosa","F","21 - 25 th","Jateng","Up1","ya","ya","trans7","sctv","mnc tv","trans tv"
"el-Malik, Khairiya","F","11 - 15 th","Jabodetabek","Up1","ya","tidak","trans tv","tv one","mnc tv","net"
"Smith, Kathleen","F","16 - 20 th","Sulawesi","Up1","ya","ya","net","sctv","rcti","trans7"
"Street, Skye","M","21 - 25 th","SUM 1","Mid","ya","ya","trans tv","trans7","net","inews"
"Perez Argueta, Rubyanna","F","16 - 20 th","SUM 2","Up2","ya","tidak","sctv","trans tv","net","trans7"
"Kirby, Jacob","M","21 - 25 th","Kalimantan","Up2","ya","ya","net","mnc tv","sctv","trans tv"
"Stecklein, Katja","F","21 - 25 th","SUM 1","Up1","ya","ya","trans7","mnc tv","sctv","net"
"Mccarthy, Harley","M","16 - 20 th","SUM 1","Super","tidak","ya","trans tv","mnc tv","rcti","inews"
"al-Zamani, Jalaal","F","26 - 30 th","Jabodetabek","Mid","tidak","ya","net","mnc tv","inews","sctv"
"Peterson, Kaitlyn","F","21 - 25 th","Jabodetabek","Mid","tidak","tidak","sctv","trans7","trans tv","tv one"
"Maker, Ryan","M","16 - 20 th","Jabar","Super","ya","tidak","rcti","sctv","mnc tv","trans tv"
"Rivera, Julio","M","26 - 30 th","SUM 1","Mid","ya","ya","net","mnc tv","trans tv","inews"
"Gonzalez-Figueroa, Joseph","M","16 - 20 th","Jabar","Up1","tidak","tidak","tv one","mnc tv","net","rcti"
"Meyer, Brenda","F","26 - 30 th","SUM 2","Mid","ya","tidak","trans tv","trans7","net","mnc tv"
"Sherap, Anita","F","26 - 30 th","PUMA","Mid","tidak","ya","tv one","net","inews","indosiar"
"Nosker, Hannah","M","16 - 20 th","BARA","Up1","tidak","ya","trans7","mnc tv","trans tv","net"
"Han, Zachary","M","16 - 20 th","Jateng","Up2","tidak","ya","indosiar","net","trans7","trans tv"
"Turner, Jaelyn","F","> 30 th","Jabodetabek","Super","tidak","ya","inews","net","sctv","rcti"
"Sweetwater, Mahasin","F","21 - 25 th","BARA","Mid","tidak","tidak","trans tv","net","indosiar","sctv"
"Rich, Christen","M","16 - 20 th","SUM 2","Up1","tidak","ya","net","trans tv","inews","trans7"
"Young, Monval","F","26 - 30 th","Jabodetabek","Up2","tidak","ya","sctv","net","mnc tv","indosiar"
"Rodela, Eduardo","M","16 - 20 th","SUM 1","Mid","ya","ya","trans7","rcti","sctv","indosiar"
"Nguyen, Daniel","F","21 - 25 th","Jabodetabek","Up1","ya","ya","indosiar","mnc tv","inews","rcti"
"Auernhamer, Brianna","F","11 - 15 th","Jabodetabek","Super","ya","ya","trans7","net","inews","mnc tv"
"al-Mohammadi, Nadiyya","M","21 - 25 th","Jabar","Mid","tidak","ya","net","trans tv","indosiar","trans7"
"Perez-Gonzalez, Leonard","F","21 - 25 th","SUM 2","Mid","ya","tidak","trans tv","net","trans7","indosiar"
"al-Jalali, Atiyya","M","> 30 th","BARA","Mid","ya","ya","net","trans7","tv one","mnc tv"
"Robele, Victor","F","21 - 25 th","BARA","Up2","ya","ya","sctv","trans7","indosiar","mnc tv"
"Kitchens, Yael","F","11 - 15 th","Jatim","Up1","tidak","ya","net","trans7","rcti","mnc tv"
"Quezada, Alexandria","F","> 30 th","PUMA","Super","ya","ya","tv one","mnc tv","trans tv","inews"
"Grandberry, Dante","F","21 - 25 th","Jabar","Mid","tidak","ya","trans7","trans tv","inews","mnc tv"
"Brack, Ever","F","21 - 25 th","Jabodetabek","Mid","tidak","tidak","net","inews","tv one","mnc tv"
"Begaye, Jalaka","F","11 - 15 th","SUM 2","Mid","tidak","ya","trans7","net","inews","trans tv"
"Moctezuma, Austin","M","21 - 25 th","Kalimantan","Up1","ya","tidak","indosiar","mnc tv","sctv","net"
"Tucker, Kayla","M","21 - 25 th","Jateng","Mid","ya","tidak","mnc tv","net","inews","trans tv"
"Miera, Alex","M","26 - 30 th","Jabodetabek","Mid","tidak","ya","mnc tv","inews","sctv","rcti"
"el-Abraham, Thaaqib","M","11 - 15 th","Jateng","Mid","ya","ya","trans tv","rcti","tv one","net"
"Aragon-Luby, Danielle","M","26 - 30 th","Jatim","Up1","ya","ya","net","sctv","mnc tv","trans tv"
"Stone, Rachel","F","16 - 20 th","PUMA","Mid","ya","ya","sctv","tv one","net","trans tv"
"Olide, Lawrence","M","26 - 30 th","Jatim","Mid","tidak","tidak","trans7","net","trans tv","rcti"
"Cirbo, Andrew","M","21 - 25 th","Jateng","Mid","ya","ya","tv one","trans tv","trans7","mnc tv"
"Frias, Arturo","F","21 - 25 th","SUM 2","Mid","ya","ya","sctv","trans7","mnc tv","rcti"
"Torres Orijel, Jordan","M","26 - 30 th","Jabodetabek","Up1","tidak","tidak","net","rcti","inews","sctv"
"Espinoza-Rivas, Perla","F","> 30 th","Jateng","Mid","ya","ya","net","sctv","tv one","mnc tv"
"Jackson, Renee","F","21 - 25 th","PUMA","Super","ya","ya","net","rcti","inews","trans tv"
"al-Farid, Anwar","F","21 - 25 th","Jabodetabek","Up1","tidak","tidak","rcti","sctv","net","trans tv"
"Medina, Aaron","M","21 - 25 th","Jabar","Up2","tidak","tidak","net","sctv","trans7","mnc tv"
"Chang, Ashley","F","> 30 th","PUMA","Up2","tidak","ya","sctv","net","rcti","trans tv"
"Im, Rose","F","21 - 25 th","PUMA","Up2","ya","ya","inews","tv one","trans7","net"
"el-Matin, Silmi","M","16 - 20 th","Kalimantan","Mid","ya","ya","trans7","net","mnc tv","sctv"
"Mendez, Mae","F","16 - 20 th","Jatim","Up1","tidak","ya","trans7","sctv","net","mnc tv"
"Weiss, Elizabeth","M","26 - 30 th","Jabodetabek","Mid","ya","ya","sctv","mnc tv","net","tv one"
"Morris, Alyssa","M","> 30 th","Jabodetabek","Super","tidak","ya","net","trans7","sctv","indosiar"
"Gallegos, Riley","M","11 - 15 th","BARA","Mid","tidak","ya","net","mnc tv","sctv","trans7"
"Lipscomb, Alexander","M","16 - 20 th","Jateng","Super","ya","ya","trans tv","tv one","net","sctv"
"Walker, Adrian","F","26 - 30 th","Jabar","Super","ya","tidak","rcti","trans7","net","sctv"
"Asevedo, Christopher","F","11 - 15 th","BARA","Super","ya","tidak","inews","trans7","rcti","net"
"Mike, Wryan","F","> 30 th","Jabodetabek","Mid","tidak","tidak","mnc tv","net","rcti","trans7"
"Ramirez, Melonie","M","11 - 15 th","Kalimantan","Super","tidak","tidak","indosiar","rcti","inews","trans7"
"Cooper, Letyraial","M","16 - 20 th","PUMA","Mid","tidak","ya","net","inews","rcti","trans tv"
"Bussiere, Taylor","F","> 30 th","BARA","Up1","ya","ya","sctv","net","inews","mnc tv"
"Smith, Samara","F","21 - 25 th","Jabodetabek","Up1","ya","ya","trans tv","net","indosiar","trans7"
"Martinez, Ashley","F","16 - 20 th","Jabodetabek","Up1","ya","tidak","rcti","net","sctv","mnc tv"
"Deer, John","M","21 - 25 th","SUM 2","Super","ya","ya","rcti","mnc tv","net","inews"
"al-Ghazal, Dhaki","M","> 30 th","BARA","Mid","ya","ya","trans tv","mnc tv","inews","trans7"
"Robles-Hernandez, Jorge","F","16 - 20 th","Jatim","Mid","ya","ya","net","sctv","tv one","trans tv"
"Miller, Ian","F","21 - 25 th","Kalimantan","Up1","tidak","ya","trans7","net","trans tv","inews"
"Whitaker, Martha","F","26 - 30 th","Sulawesi","Super","tidak","ya","mnc tv","rcti","tv one","trans7"
"al-Gaber, Haaroon","M","16 - 20 th","Jateng","Mid","tidak","ya","sctv","rcti","trans tv","inews"
"Sasiratna, Shwetha","F","26 - 30 th","Jatim","Super","tidak","ya","net","rcti","indosiar","trans7"
"Mijiddorj, Paul","F","11 - 15 th","Jabar","Super","tidak","ya","net","trans tv","rcti","tv one"
"Locke, Brandon","F","> 30 th","SUM 1","Up1","ya","ya","trans7","trans tv","indosiar","mnc tv"
"Geisick, Kathleen","M","26 - 30 th","Jabar","Mid","tidak","ya","net","trans tv","indosiar","rcti"
"Anderson, Joseph","M","11 - 15 th","Jabodetabek","Mid","ya","ya","indosiar","inews","sctv","mnc tv"
"Do, Monet","F","26 - 30 th","Jatim","Mid","tidak","ya","net","sctv","trans7","trans tv"
"Davila Draper, Taylor","M","21 - 25 th","Jatim","Mid","ya","tidak","indosiar","net","mnc tv","sctv"
"Rea, Ty","F","21 - 25 th","Jabodetabek","Up1","tidak","tidak","inews","net","trans7","sctv"
"Brutout, Teddi","M","16 - 20 th","Jatim","Up1","tidak","ya","trans7","inews","net","trans tv"
"Palmer, Dechantae","F","26 - 30 th","PUMA","Mid","ya","tidak","net","mnc tv","inews","sctv"
"al-Demian, Kabeera","F","21 - 25 th","Jatim","Super","ya","ya","trans7","sctv","indosiar","net"
"Armstrong, Monasia","M","11 - 15 th","Jabar","Mid","ya","ya","net","sctv","inews","trans tv"
"Sater, Tess","F","16 - 20 th","Jabodetabek","Up1","ya","ya","sctv","trans tv","net","indosiar"
"Her, Uday","M","21 - 25 th","Jabodetabek","Super","ya","ya","mnc tv","net","trans7","indosiar"
"Loughridge, Andrew","M","16 - 20 th","Jabodetabek","Super","tidak","tidak","net","rcti","inews","trans tv"
"Chavez, Niko","M","21 - 25 th","Jateng","Super","tidak","ya","net","inews","sctv","rcti"
"Atcherley, Ashleigh","M","26 - 30 th","Jateng","Up2","ya","ya","trans7","trans tv","sctv","net"
"el-Kaiser, Ghassaan","M","21 - 25 th","Kalimantan","Mid","ya","ya","sctv","net","mnc tv","inews"
"Tan, Chandler","M","11 - 15 th","Jabodetabek","Super","ya","ya","mnc tv","trans tv","net","trans7"
